CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,FCLTY_NM,RPRSNTV_TEL_NO,ZIP_NO,FCLTY_ADDR,FCLTY_DETAIL_ADDR,MAIN_ITEM_CD,MAIN_ITEM_NM,FCLTY_CRDNT_LO,FCLTY_CRDNT_LA,COURSE_FLAG_CD,COURSE_ITEM_NM,COURSE_NM
46,전남,46840,무안군,남악축구클럽&모드니무용,,58567,전라남도 무안군 삼향읍 대죽동로16번길 22,신협프라자201호 남악축구클럽,20,축구,126.4654806,34.8112351,장애인강좌,,
46,전남,46150,순천시,임정심댄스스포츠학원,0617421230,57956,전라남도 순천시 시민로 19-1,순천시 장천동 185(장천동),07,댄스,127.4857745,34.9516643,장애인강좌,,
46,전남,46150,순천시,석사태권도장,0617246829,57981,전라남도 순천시 연향1로 55,"석사태권도장(연향동, 부영1차아파트)",22,태권도,127.5213181,34.9461564,장애인강좌,,
46,전남,46230,광양시,선교체육관,0617991717,57804,전라남도 광양시 폭포사랑길 99,백운쇼핑센타 1층(금호동),75,합기도,127.7322500,34.9403013,장애인강좌,,
46,전남,46110,목포시,오정빈 탁구클럽,022832437,58685,전라남도 목포시 부흥로 87,5층  오정빈 탁구클럽(옥암동),21,탁구,126.4303853,34.8039547,장애인강좌,,
46,전남,46230,광양시,백운체육관,0617627082,57753,전라남도 광양시 광양읍 성북길 40,1층 백운체육관,75,합기도,127.5836421,34.9733801,장애인강좌,,
46,전남,46110,목포시,윤마스터태권도장,0612825667,58661,전라남도 목포시 백년대로337번길 24,3층 윤마스터태권도장(상동),22,태권도,126.4228829,34.8075835,장애인강좌,,
46,전남,46230,광양시,경희태권도,027940842,57791,전라남도 광양시 공영로 10,"금광아파트상가 301호(중동, 금광1차아파트)",22,태권도,127.6908684,34.9357666,장애인강좌,,
46,전남,46150,순천시,한라태권도장,0617411900,57966,전라남도 순천시 이수로 224-9(덕암동),1층,22,태권도,127.5097574,34.9514902,장애인강좌,,
46,전남,46230,광양시,옥포수상골프랜드,027728866,57714,전라남도 광양시 옥곡면 장동길 55-9,옥포수상골프랜드,02,골프,127.7067736,34.9812655,장애인강좌,,
46,전남,46790,화순군,올림픽태권도장,0613750076,58116,전라남도 화순군 화순읍 중앙로 101,부영3차상가401호,22,태권도,126.9929531,35.0606037,장애인강좌,,
46,전남,46890,완도군,완도수영장,0615505115,59126,전라남도 완도군 완도읍 중앙길 37,완도수영장,12,수영,126.7592489,34.3131688,장애인강좌,,
46,전남,46830,영암군,MTA태권도,0614613579,58459,전라남도 영암군 삼호읍 대불주거로 55-1,3층 MTA태권도,22,태권도,126.4657218,34.7463662,장애인강좌,,
46,전남,46130,여수시,왕호태권도장,0616863310,59632,전라남도 여수시 좌수영로 682-28,신동아상가 2층 201호 왕호태권도장(봉계동),22,태권도,127.6923469,34.7848295,장애인강좌,,
46,전남,46150,순천시,순천공공스포츠클럽,0617447330,57992,전라남도 순천시 팔마로 333,팔마국민체육센터(연향동),09,배드민턴,127.5193997,34.9381400,장애인강좌,,
46,전남,46150,순천시,순천한국유도관특수체육,027219944,57974,순천시 조례못등2길 11-6번지,1층,03,기타종목,127.5295091,34.9514997,장애인강좌,,
46,전남,46870,영광군,스마일요가,0613529770,57045,전라남도 영광군 영광읍 중앙로 157-1,2층 스마일요가,78,요가,126.5118415,35.2730821,장애인강좌,,
46,전남,46230,광양시,신화탁구장,,57736,전라남도 광양시 광양읍 서평9길 24,신화탁구장,21,탁구,127.5797230,34.9814705,장애인강좌,,
46,전남,46820,해남군,우슬 국민체육센터,0615305121,59024,전라남도 해남군 해남읍 해남로 72,우슬 국민체육센터,12,수영,126.6232393,34.5685011,장애인강좌,,
46,전남,46870,영광군,용인대광명태권도장,0613565124,57004,전라남도 영광군 홍농읍 상하길 40,301호,22,태권도,126.4456010,35.3952091,장애인강좌,,
46,전남,46110,목포시,용인대다윗태권도장,0612787856,58711,전라남도 목포시 마파지로27번길 14,3층(대성동),22,태권도,126.3825630,34.8006035,장애인강좌,,
46,전남,46110,목포시,으랏차차 탁구부,,58724,전라남도 목포시 영산로121번길 35,5층 으랏차차 탁구부(남교동),21,탁구,126.3826179,34.7939933,장애인강좌,,
46,전남,46720,곡성군,심청볼링장,0613625005,57541,전라남도 곡성군 곡성읍 읍내2길 14,심청볼링장,10,볼링,127.2904425,35.2776231,장애인강좌,,
46,전남,46230,광양시,스타 엠 짐(star M gym),027623088,57743,전라남도 광양시 광양읍 신재로 81,2층,03,기타종목,127.5884562,34.9784879,장애인강좌,,
46,전남,46170,나주시,한게임 당구클럽,,58259,전라남도 나주시 나주로 83-8,1층(송월동),03,기타종목,126.7160851,35.0265068,장애인강좌,,
46,전남,46150,순천시,bkgym,0617460099,57992,전라남도 순천시 명말2길 2,비케이짐피트니스(연향동),25,헬스,127.5138518,34.9369881,장애인강좌,,
46,전남,46800,장흥군,황금당구클럽,028640123,59324,전라남도 장흥군 장흥읍 중앙로1길 11-1,황금당구클럽,03,기타종목,126.9100586,34.6776927,장애인강좌,,
46,전남,46820,해남군,유한회사해남골프존,0615330874,59032,전라남도 해남군 해남읍 남부순환로 175,유한회사해남골프존,02,골프,126.5929390,34.5665395,장애인강좌,,
46,전남,46110,목포시,용인대하당유도관,022819336,58690,전라남도 목포시 신흥로45번길 12,지하 1층(상동),17,유도,126.4251926,34.8042900,장애인강좌,,
46,전남,46880,장성군,ROAD FC 종합격투기,,57220,전남 장성군 장성읍 역전로 202,지하1층,03,기타종목,126.7867220,35.3049828,장애인강좌,,
46,전남,46150,순천시,금당챔피온태권스쿨,0617215488,57969,전라남도 순천시 장선배기길 77,"상가3층1호(조례동, 부영5차아파트)",22,태권도,127.5302205,34.9531473,장애인강좌,,
46,전남,46790,화순군,머슬헬프,0613752486,58117,전라남도 화순군 화순읍 만연로 66-11,4층,25,헬스,126.9913002,35.0616859,장애인강좌,,
46,전남,46230,광양시,메이크더복서,0617931282,57722,전라남도 광양시 광영로 27,3층 메이크더복서짐(광영동),76,복싱,127.7258022,34.9617772,장애인강좌,,
46,전남,46110,목포시,천하효태권도,022774455,58622,전남 목포시 청호로 210,신안비치팔레스 상가 4층 천하효태권도,22,태권도,126.3715311,34.8091486,장애인강좌,,
46,전남,46110,목포시,목포시장애인태권도협회,0612426868,58724,전라남도 목포시 호남로24번길 6,1층(남교동),22,태권도,126.3810417,34.7947079,장애인강좌,,
46,전남,46840,무안군,목포테마승마클럽,0612840512,58560,전라남도 무안군 삼향읍 영산로 1100-5,목포테마승마클럽,71,승마,126.4281733,34.8623348,장애인강좌,,
46,전남,46230,광양시,창덕 해동검도,0617631140,57748,전라남도 광양시 광양읍 용강로 39,3층,01,검도,127.6081452,34.9732045,장애인강좌,,
46,전남,46770,고흥군,청동태권도장,0618355885,59538,전라남도 고흥군 고흥읍 원동남계길 5,.,22,태권도,127.2875744,34.6096297,장애인강좌,,
46,전남,46130,여수시,스파이더짐,0616552220,59708,전라남도 여수시 문수로 50(문수동),4층,03,기타종목,127.7012460,34.7522769,장애인강좌,,
46,전남,46150,순천시,해동검도제일도장,0617267002,57998,전라남도 순천시 오천4길 21,"상가2층해동검도 제일도장(오천동, 골드클래스)",01,검도,127.4929098,34.9328103,장애인강좌,,
46,전남,46110,목포시,마스터당구클럽,,58685,전라남도 목포시 부흥로 87,3층(옥암동),03,기타종목,126.4303853,34.8039547,장애인강좌,,
46,전남,46230,광양시,금강태권도,0617637040,57736,전라남도 광양시 광양읍 서평로 61,대성빌딩 201호 금강태권도,22,태권도,127.5782130,34.9795450,장애인강좌,,
46,전남,46230,광양시,금강인성태권도장,0617610003,57746,전라남도 광양시 광양읍 용강1길 43,2층 금감인성태권도장,22,태권도,127.6092115,34.9763327,장애인강좌,,
46,전남,46790,화순군,해동검도무사본관,0613741025,58117,전라남도 화순군 화순읍 광덕로 177,지하1층,01,검도,126.9921815,35.0606496,장애인강좌,,
46,전남,46170,나주시,JJ당구클럽,,58217,전라남도 나주시 상야1길 21,"B 동 302 호 (킹덤프라자, 빛가람동)",03,기타종목,126.7878845,35.0225784,장애인강좌,,
46,전남,46230,광양시,초당검도관,0617940756,57791,전라남도 광양시 공영로 10,"상가동401호 초당검도관(중동, 금광1차아파트)",01,검도,127.6908684,34.9357666,장애인강좌,,
46,전남,46230,광양시,용호체육관,0617615009,57741,전라남도 광양시 광양읍 호북길 26,용호체육관,75,합기도,127.5842641,34.9810550,장애인강좌,,
46,전남,46150,순천시,용호태권도장,0617444740,57994,전라남도 순천시 남산로 126,용호태권도장(풍덕동),22,태권도,127.5021064,34.9396903,장애인강좌,,
46,전남,46110,목포시,스포팅,0612742014,58662,전라남도 목포시 옥암로 95,포르모3층 스포팅스포츠(상동),20,축구,126.4254432,34.8073332,장애인강좌,,
46,전남,46130,여수시,무림체육관,0616552364,59695,전라남도 여수시 쌍봉로 365,2층 무림체육관(둔덕동),75,합기도,127.6943854,34.7686773,장애인강좌,,
46,전남,46900,진도군,진도헬스,,58922,전라남도 진도군 진도읍 남동1길 6-1,3층,25,헬스,126.2589839,34.4815118,장애인강좌,,
46,전남,46900,진도군,진도아리랑스포츠클럽,0615447110,58927,전라남도 진도군 진도읍 공설운동장길 57,아리랑피지컬센터,09,배드민턴,126.2800481,34.4771993,장애인강좌,,
46,전남,46130,여수시,최희라댄스스포츠,026546663,59708,전라남도 여수시 여문문화1길 38-1,여서동 214-2번지. 3층.(여서동),07,댄스,127.7034381,34.7528788,장애인강좌,,
46,전남,46130,여수시,진남수영장,026528225,59715,전라남도 여수시 내동1길 2,진남수영장(오림동),12,수영,127.7203620,34.7621065,장애인강좌,,
46,전남,46800,장흥군,리얼스포츠,0618637996,59324,전라남도 장흥군 장흥읍 문림로 9,2층 리얼스포츠,25,헬스,126.9114252,34.6791200,장애인강좌,,
46,전남,46170,나주시,우리당구장,0613340035,58217,전라남도 나주시 우정로 72,더클래스빌딩b동422호  우리당구장(빛가람동),03,기타종목,126.7873070,35.0234719,장애인강좌,,
46,전남,46790,화순군,캘리포니아헬스,0613753758,58117,전라남도 화순군 화순읍 중앙로 93-9,3층,25,헬스,126.9915607,35.0611473,장애인강좌,,
47,경북,47150,김천시,김천시 시설관리공단,0544211661,39524,경상북도 김천시 운동장길 1,김천실내수영장(삼락동) 3층 공단 본부,12,수영,128.0867858,36.1416315,장애인강좌,,
47,경북,47280,문경시,천무우슈격투기체육관,0535538872,36975,경상북도 문경시 매봉로 135,모전동(모전동),03,기타종목,128.1875132,36.5918719,장애인강좌,,
47,경북,47190,구미시,베이직아동발달센터,0544557854,39297,경상북도 구미시 형곡로 109,"206동 103호(형곡동, 풍림2차아파트)",03,기타종목,128.3335717,36.1108280,장애인강좌,,
47,경북,47150,김천시,윤fightclub,0265654424,39547,경상북도 김천시 시청로 89,3층(신음동),76,복싱,128.1169221,36.1361991,장애인강좌,,
47,경북,47290,경산시,포니힐링농원,,38412,경상북도 경산시 와촌면 갈밭길 102,포니힐링농원,71,승마,128.8138512,35.9505152,장애인강좌,,
47,경북,47110,포항시,포스짐특수체육센터,022467976,37583,포항시 북구 법원로63번길 33-8,포스짐특수체육센터,09,배드민턴,129.3815696,36.0802126,장애인강좌,,
47,경북,47190,구미시,포시즌,0544731322,39464,경상북도 구미시 산동읍 신당1로 24,5층 포시즌클라이밍,03,기타종목,128.4325311,36.1543678,장애인강좌,,
47,경북,47210,영주시,영주 서울볼링장,0546328411,36097,경상북도 영주시 영주로176번길 36,서울볼링프라자(영주동),10,볼링,128.6202756,36.8248017,장애인강좌,,
47,경북,47130,경주시,자연과문화재활승마센터,0547517177,38052,경상북도 경주시 서면 사라운대길 41-46,자연과문화,71,승마,129.0671117,35.8878565,장애인강좌,,
47,경북,47210,영주시,영주다이어트복싱체육관,0546316246,36119,경상북도 영주시 꽃동산로1번길 40,2층(휴천동),76,복싱,128.6214879,36.8105307,장애인강좌,,
47,경북,47210,영주시,영주볼링센타,0546368660,36127,경상북도 영주시 지천로 77,영주볼링센타(휴천동),10,볼링,128.6189241,36.8072525,장애인강좌,,
47,경북,47210,영주시,영주스포렉스,0546379009,36129,경상북도 영주시 목민로 18,영주스포렉스(휴천동),25,헬스,128.6222317,36.8075905,장애인강좌,,
47,경북,47210,영주시,영주실내수영장,0546393924,36138,경상북도 영주시 대학로153번길 10,영주실내수영장(가흥동),12,수영,128.6076726,36.8100678,장애인강좌,,
47,경북,47230,영천시,영천탁구클럽,0543367909,38900,경상북도 영천시 고경면 창방우길 11,영천탁구클럽,21,탁구,128.9790518,35.9815466,장애인강좌,,
47,경북,47110,포항시,국가대표 태권왕,0542492050,37800,경상북도 포항시 남구 송도로 32,2층 국가대표 태권왕(송도동),22,태권도,129.3744559,36.0333815,장애인강좌,,
47,경북,47150,김천시,힘찬태권도장,0544311131,39629,경상북도 김천시 부곡맛고을2길 92,힘찬태권도(부곡동),22,태권도,128.0946860,36.1243680,장애인강좌,,
47,경북,47230,영천시,김동숙에어로빅,0543331928,38854,경상북도 영천시 호국로 34-11,김동숙에어로빅(야사동),79,필라테스,128.9421771,35.9722557,장애인강좌,,
47,경북,47130,경주시,조조당구클럽,,38133,경상북도 경주시 금성로407번길 18,1층조조당구클럽(성건동),03,기타종목,129.2050507,35.8541136,장애인강좌,,
47,경북,47820,청도군,(주)경상북도 올림푸스짐,0543724041,38317,경상북도 청도군 이서면 학산2길 68,행복빌1층,79,필라테스,128.6679100,35.6635863,장애인강좌,,
47,경북,47290,경산시,경산수영장,0538105467,38637,경상북도 경산시 장산로 201,(상방동),12,수영,128.7472598,35.8208618,장애인강좌,,
47,경북,47190,구미시,화성스토리태권도장,,39462,경상북도 구미시 산동읍 신당인덕1로 73,403호,22,태권도,128.4391653,36.1574696,장애인강좌,,
47,경북,47290,경산시,경산시태권도스포츠클럽,0538163323,38637,경상북도 경산시 장산로 201,2층(상방동),22,태권도,128.7472598,35.8208618,장애인강좌,,
47,경북,47210,영주시,가흥태권도,0546358515,36138,경상북도 영주시 대동로 22,3층(가흥동),22,태권도,128.6047186,36.8148982,장애인강좌,,
47,경북,47110,포항시,인터짐,0542557764,37886,경상북도 포항시 남구 오천읍 원동로 4,7층,25,헬스,129.4031950,35.9631417,장애인강좌,,
47,경북,47110,포항시,포항동해승마장,0542844105,37927,포항시 남구 동해면 약전로 115번길 11,포항동해승마장,71,승마,129.4483644,35.9798771,장애인강좌,,
47,경북,47110,포항시,포항아이스링크,0542420091,37578,경상북도 포항시 북구 침촌마을길 36,포항아이스링크(장성동),11,빙상,129.3783534,36.0804137,장애인강좌,,
47,경북,47170,안동시,가온누리태권도,0548418628,36661,경상북도 안동시 광명로 161,가온누리태권도(옥동),22,태권도,128.7008872,36.5623461,장애인강좌,,
47,경북,47130,경주시,북경주체육문화센터,0547508530,38002,경상북도 경주시 안강읍 구부랑두림길 59-14,북경주체육문화센터,03,기타종목,129.1915586,36.0023508,장애인강좌,,
47,경북,47210,영주시,머슬탑휘트니스2호점,0546387879,36136,경상북도 영주시 영주로60번길 41,우현프라자 2층 머슬탑휘트니스2호점(가흥동),25,헬스,128.6065230,36.8189348,장애인강좌,,
47,경북,47110,포항시,같이앤가치 협동조합,0546120271,37678,경상북도 포항시 남구 대이로 91,4층(대잠동),03,기타종목,129.3405448,36.0233217,장애인강좌,,
47,경북,47130,경주시,검도교실화랑관,0547726632,38095,경상북도 경주시 양정로 324,2층 화랑검도관(용강동),01,검도,129.2239358,35.8617105,장애인강좌,,
47,경북,47290,경산시,압량MG탁구클럽,,38511,경상북도 경산시 압량읍 부적길 17,4층 탁구장,21,탁구,128.7590806,35.8415640,장애인강좌,,
47,경북,47190,구미시,아카데미당구클럽,0544513972,39210,경상북도 구미시 봉곡로 100,7층(봉곡동),03,기타종목,128.3106132,36.1474603,장애인강좌,,
47,경북,47110,포항시,(주)위드아동청소년발달센터,0542937184,37885,경상북도 포항시 남구 오천읍 냉천로320번길 48,신현대빌딩 3층,03,기타종목,129.4038166,35.9660658,장애인강좌,,
47,경북,47190,구미시,프랜즈발달지원센터,0546047373,39284,경상북도 구미시 신시로20길 13,"1층,  좌측(송정동)",03,기타종목,128.3399739,36.1186922,장애인강좌,,
47,경북,47170,안동시,(주)제이원스파랜드 안동점,0299338896,36688,경상북도 안동시 퇴계로 167,신안 제이원스파랜드(신안동),25,헬스,128.7321877,36.5723746,장애인강좌,,
47,경북,47190,구미시,팀혼종합격투기,0544719989,39431,경상북도 구미시 인동중앙로3길 29,405호(황상동),03,기타종목,128.4185173,36.1085343,장애인강좌,,
47,경북,47170,안동시,R&C경희대석사태권도장,0548419995,36661,경상북도 안동시 복주1길 5,세영1차상가 301호(옥동),22,태권도,128.6984428,36.5606134,장애인강좌,,
47,경북,47170,안동시,파드마요가원,0548558305,36661,경상북도 안동시 복주길 18,파드마요가원 3층(옥동),78,요가,128.7003952,36.5629520,장애인강좌,,
47,경북,47250,상주시,바이탈필라테스 상주점,025339003,37168,경상북도 상주시 봉양2길 117,2층 바이탈필라테스(냉림동),79,필라테스,128.1577482,36.4250747,장애인강좌,,
47,경북,47190,구미시,동아헬스,0544570261,39314,경상북도 구미시 형곡동로 72,동아헬스(형곡동),25,헬스,128.3363217,36.1087128,장애인강좌,,
47,경북,47130,경주시,M피트니스,0547745755,38084,경상북도 경주시 용담로 92,지하1층(황성동),25,헬스,129.2116518,35.8643103,장애인강좌,,
47,경북,47110,포항시,빅볼오천세기볼링장,0542910925,37881,경상북도 포항시 남구 오천읍 원동로 109,원동스포츠센타 3층 볼링장,10,볼링,129.4019941,35.9727628,장애인강좌,,
47,경북,47110,포항시,멘토장애인평생교육원,022779270,37796,경상북도 포항시 남구 중앙로 110,덕유 빌딩 2층(해도동),03,기타종목,129.3688248,36.0230106,장애인강좌,,
47,경북,47730,의성군,"합기도, 우슈, 킥복싱 대륜관",0548348392,37338,경북 의성군 의성읍 문소3길 44,3층 합기도우슈킥복싱 대륜관,75,합기도,128.6955673,36.3499037,장애인강좌,,
47,경북,47210,영주시,바디짐,0546359688,36137,경상북도 영주시 대동로13번길 2-2,3층 바디짐(가흥동),25,헬스,128.6042399,36.8152884,장애인강좌,,
47,경북,47150,김천시,대한혁신태권도장,06476786461,39660,경상북도 김천시 용전1로 63,3층(율곡동),22,태권도,128.1873450,36.1232488,장애인강좌,,
47,경북,47130,경주시,화랑탁구클럽,0547742356,38084,경상북도 경주시 용담로92번길 7-9,"진홍빌리지 지하상가 화랑탁구클럽(황성동, 진홍빌리지)",21,탁구,129.2111373,35.8646715,장애인강좌,,
47,경북,47190,구미시,태백태권도,0544413030,39149,경북 구미시 고아읍 문장로 188,원호중앙상가 3층,22,태권도,128.3310649,36.1500564,장애인강좌,,
47,경북,47110,포항시,사단법인 영일만공공스포츠클럽,0542537330,37598,경상북도 포항시 북구 새천년대로 1460,양덕한마음체육관(양덕동),09,배드민턴,129.4065807,36.0778333,장애인강좌,,
47,경북,47130,경주시,P's댄스스튜디오,,38082,경상북도 경주시 용담로106번길 15,3층(황성동),07,댄스,129.2102225,35.8657584,장애인강좌,,
47,경북,47130,경주시,삼성태권도장,0547622133,38004,경상북도 경주시 강동면 강동로 66-17,삼성태권도장,22,태권도,129.2770884,35.9916419,장애인강좌,,
47,경북,47130,경주시,아쉬람요가명상연구소,,38084,경상북도 경주시 황성로 35-3,아쉬람명상연구소(광림프라자6층)(황성동),78,요가,129.2144661,35.8661253,장애인강좌,,
47,경북,47190,구미시,계명석사태권도장,0544635998,39332,경상북도 구미시 박정희로 155,구미시 상사서로 130 보성황실1차 201동401호,22,태권도,128.3513722,36.0936159,장애인강좌,,
47,경북,47190,구미시,계명대 도복사랑 태권도,05479339279,39197,경상북도 구미시 문장로 111,"도량 롯데캐슬 상가 2층(도량동, 도량 롯데캐슬 골드파크)",22,태권도,128.3304526,36.1428060,장애인강좌,,
47,경북,47730,의성군,계명태권스쿨,0548320364,37337,의성군 의성읍 군청길 19-1,,22,태권도,128.6960332,36.3526484,장애인강좌,,
47,경북,47190,구미시,신일태권도,0544754207,39179,경상북도 구미시 흥안로 35,동화타운상가 208호 신일태권도(옥계동),22,태권도,128.4143752,36.1471757,장애인강좌,,
47,경북,47110,포항시,포항승마클럽,0542491333,37552,포항시 북구 흥해읍 삼흥로 501번길 24-31,포항승마클럽,71,승마,129.3652035,36.0985980,장애인강좌,,
47,경북,47210,영주시,현대요가원,,36156,경상북도 영주시 구성로142번길 26,302호(현대요가원)(휴천동),78,요가,128.6303815,36.8057359,장애인강좌,,
47,경북,47150,김천시,파인밸리 골프클럽,0544390009,39664,경상북도 김천시 남면 오봉로 570,파인밸리 골프장,02,골프,128.2357639,36.1245887,장애인강좌,,
47,경북,47190,구미시,합기도 연비관,0544640965,39252,경북 구미시 신비로14,4층,75,합기도,128.3640081,36.1226808,장애인강좌,,
47,경북,47290,경산시,상리당구아카데미,,38593,경상북도 경산시 장산로 258,계림빌딩 2층  매직큐공방  아카데미(사동),03,기타종목,128.7524160,35.8174096,장애인강좌,,
47,경북,47170,안동시,피트인365플러스 휘트니스센터,0548530365,36706,경상북도 안동시 경동로 656,3층. 피트인365플러스 휘트니스센터(운흥동),25,헬스,128.7295823,36.5625607,장애인강좌,,
47,경북,47150,김천시,힘찬청운 태권도장,0544368656,39647,경상북도 김천시 체육공원길 6,상가2층(지좌동),22,태권도,128.1439386,36.1190497,장애인강좌,,
47,경북,47190,구미시,상모워터피아헬스,0544648835,39341,경상북도 구미시 상사서로 33-9,워터피아 4층(상모동),25,헬스,128.3548650,36.0846828,장애인강좌,,
47,경북,47900,예천군,(주)예천문화사업단,0546532434,36830,경상북도 예천군 예천읍 양궁장길 38,양궁인쉼터,03,기타종목,128.4683670,36.6346325,장애인강좌,,
47,경북,47190,구미시,클라임커뮤니케이션CC클라이밍센터,0544528848,39202,경상북도 구미시 야은로 299,(3층)CC클라이밍센터(도량동),03,기타종목,128.3159662,36.1391433,장애인강좌,,
47,경북,47850,칠곡군,상승태권도장,029775832,39879,경상북도 칠곡군 왜관읍 석전로4길 1,2층,22,태권도,128.4054363,35.9993656,장애인강좌,,
47,경북,47290,경산시,사단법인 한국운동재활복지협회,028117679,38536,경상북도 경산시 압량읍 압독2로 11,"2층, 202호(YG타워)",03,기타종목,128.7642732,35.8419664,장애인강좌,,
47,경북,47170,안동시,동인검도관,0548565551,36660,경상북도 안동시 복주길 34,2층 동인검도관(옥동),01,검도,128.6998642,36.5633020,장애인강좌,,
47,경북,47190,구미시,GPS특수체육센터,0544577679,39278,경상북도 구미시 백산로 211,2층 GPS특수체육센터(송정동),03,기타종목,128.3508062,36.1138934,장애인강좌,,
47,경북,47280,문경시,문경시장애인종합복지관,0545560042,36980,문경시 시청2길 34,,03,기타종목,128.1869620,36.5873900,장애인강좌,,
47,경북,47150,김천시,"김천시청(헬스,스쿼시)",024206093,39524,경상북도 김천시 운동장길 1,김천스포츠타운(삼락동),25,헬스,128.0867858,36.1416315,장애인강좌,,
47,경북,47170,안동시,이재혁건강복싱,0548415138,36665,경상북도 안동시 광명로 212-6,2층(옥동),76,복싱,128.7058696,36.5635735,장애인강좌,,
47,경북,47190,구미시,올림픽기념국민생활관,0544802050,39305,경북 구미시 산책길 63,올림픽기념국민생활관(원평동),12,수영,128.3293625,36.1234321,장애인강좌,,
47,경북,47130,경주시,파워헬스,0547622444,38015,경상북도 경주시 안강읍 구부랑3길 14-6,파워헬스,25,헬스,129.1954746,36.0014957,장애인강좌,,
47,경북,47150,김천시,올림픽탁구장,0544324370,39609,경상북도 김천시 평화중앙6길 8,올림픽탁구장(평화동),21,탁구,128.1138346,36.1230457,장애인강좌,,
47,경북,47920,봉화군,무덕체육관,0546732991,36238,봉화군 봉화읍 교촌길 56,3층,22,태권도,128.7374726,36.8874097,장애인강좌,,
47,경북,47850,칠곡군,수룡관합기도,029757196,39903,경상북도 칠곡군 왜관읍 전원2길 2-3,수룡관합기도,75,합기도,128.3992636,35.9838672,장애인강좌,,
47,경북,47110,포항시,경상북도장애인유도협회,0542755509,37596,경상북도 포항시 북구 양덕로6번길 47-11,(양덕동),17,유도,129.4068283,36.0803471,장애인강좌,,
47,경북,47190,구미시,위드미요가,,39258,경상북도 구미시 비산로1안길 3-1,가현빌딩3층(비산동),78,요가,128.3743253,36.1204946,장애인강좌,,
47,경북,47190,구미시,신일 MBA 태권도,0544737117,39448,경상북도 구미시 인동36길 23-32,부영7단지 상가 2층(구평동),22,태권도,128.4351927,36.0914708,장애인강좌,,
47,경북,47150,김천시,청룡태권도,0544366960,39649,경상북도 김천시 황산로 113,3층 청룡태권도(지좌동),22,태권도,128.1426651,36.1188524,장애인강좌,,
47,경북,47110,포항시,비엑스컴퍼니,022753141,37685,경상북도 포항시 남구 대이로25번길 10,3층(대잠동),03,기타종목,129.3417493,36.0174844,장애인강좌,,
47,경북,47130,경주시,경주시장애인종합복지관(경주시장애인체육관),0547770545,38069,경상북도 경주시 유림로5번길 99-11,장애인체육관 2층(황성동),09,배드민턴,129.2183125,35.8802071,장애인강좌,,
47,경북,47230,영천시,문내 정의태권도,0543350037,38850,경상북도 영천시 중앙동3길 15,한미빌딩 3층(문외동),22,태권도,128.9327318,35.9735344,장애인강좌,,
47,경북,47920,봉화군,봉화국민체육센터,026796982,36236,경상북도 봉화군 봉화읍 봉화로 1111-105,봉화국민체육센터,03,기타종목,128.7283312,36.8960998,장애인강좌,,
47,경북,47290,경산시,주)이든,0538548884,38426,경상북도 경산시 하양읍 대경로 33,대구배드민턴센터,09,배드민턴,128.7585083,35.8775246,장애인강좌,,
47,경북,47290,경산시,태극체육관,0538113314,38641,경산시 경안로 107,2층,22,태권도,128.7383985,35.8170695,장애인강좌,,
47,경북,47840,성주군,슬림휘트니스,0549333012,40021,경상북도 성주군 성주읍 성주순환로 130,1층 슬림휘트니스,25,헬스,128.2833571,35.9264525,장애인강좌,,
47,경북,47190,구미시,MVP태권도장,0544652885,39328,경상북도 구미시 상사동로26길 11,MVP태권도장(사곡동),22,태권도,128.3605121,36.1007759,장애인강좌,,
47,경북,47190,구미시,엠브이피(MVP)합기도,,39328,경상북도 구미시 상사동로26길 11,1층 mvp합기도(사곡동),75,합기도,128.3605121,36.1007759,장애인강좌,,
47,경북,47150,김천시,용인대백호태권도,024341517,39551,경상북도 김천시 신음새동네길 76,2층 용인대백호태권도장(신음동),22,태권도,128.1212047,36.1330526,장애인강좌,,
47,경북,47190,구미시,스포지온스포츠센터(스쿼시),0544652555,39340,경상북도 구미시 상사서로 33-2,스포지온 3층 스쿼시장(상모동),13,스쿼시,128.3553207,36.0855088,장애인강좌,,
47,경북,47130,경주시,한국체육관,0547759429,38213,경상북도 경주시 외동읍 입실로 57,2층 한국체육관,22,태권도,129.3245925,35.7134817,장애인강좌,,
47,경북,47110,포항시,드림YT탁구교실,,37830,경상북도 포항시 남구 상공로 38,보성빌딩3층(상도동),21,탁구,129.3565423,36.0118262,장애인강좌,,
47,경북,47190,구미시,봉곡태권도장,0544441444,39210,경상북도 구미시 봉곡남로24길 3,현대아파트 상가3층 봉곡태권도장(봉곡동),22,태권도,128.3164155,36.1507289,장애인강좌,,
47,경북,47170,안동시,국가대표세계태권도장,0548535922,36655,경상북도 안동시 경동로 481,2층(평화동),22,태권도,128.7116859,36.5664626,장애인강좌,,
47,경북,47130,경주시,대명태권도,0547493386,38090,경상북도 경주시 다불로 19,대명태권도2층(용강동),22,태권도,129.2295810,35.8766249,장애인강좌,,
47,경북,47130,경주시,K&J탁구클럽,0547457553,38051,경상북도 경주시 현곡면 안현로 19-2,2층,21,탁구,129.2026725,35.8694181,장애인강좌,,
47,경북,47110,포항시,문화*운동통합센터 같이&가치,0546120271,37678,경상북도 포항시 남구 대이로 91,401호(대잠동),03,기타종목,129.3405448,36.0233217,장애인강좌,,
